strain,Gene,ratio_result_nq:06_12_12_12:0428-0027:0.022806:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:06_12_14_46:0986-0033:0.035816:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:06_12_21_63:0329-0187a:0.002197:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_01_18_94:0109-0187:0.0424:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_01_24_30:0443-0269:0.128823:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_02_06_64:0850-0284:0.11164:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_02_23_23:0850-0259:0.0409225:mM::::5_20:heho_060929_061010:YPD pH7,ratio_result_nq:07_12_04_5-5:3492-0019:0.172:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_01_10_6-21:1315-0399:0.119:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_03_25_8-53:0958-0254:0.0926:mM::::5_20:heho_060929_012807:YPD pH7,ratio_result_nq:08_06_04_9-84:1120-0002:2.07:uM::::5_20:heho_060929_012807:YPD pH7,essential,zygosity
YOR229W,WTM2,0.0210386,-0.0248435,-0.120122,-0.0216025,0.0515337,0.0525755,0.0665727,-0.0186219,-0.0353547,-0.115006,-0.116313,no,hom
YOR230W,WTM1,-0.0544069,-0.368948,-0.373502,-0.390571,-0.169416,-0.173746,0.189363,-0.19181,0.0167565,0.126519,0.122674,no,hom
YOR231W,MKK1,0.339327,-0.148853,0.0208035,-0.200242,-0.335238,-0.252671,1.0444,0.137719,0.0329829,-0.117629,0.151583,no,hom
YOR232W,MGE1,-0.311457,-0.0146963,-0.0281074,0.203732,0.036008,-0.0130078,0.141354,-0.0311239,0.0296307,0.0144947,-0.452941,yes,het
YOR233W,KIN4,0.0264534,0.0791157,-0.0379519,0.022704,-0.228851,-0.0871167,0.0760203,-0.137217,0.00586475,0.092592,0.0703686,no,hom
YOR234C,RPL33B,-0.212715,-0.0658217,-0.135415,-0.202919,-0.139075,-0.224659,-0.5425,-0.460333,-0.176444,-0.124461,-0.0934803,no,hom
YOR235W,IRC13,-0.237052,0.15834,-0.198739,0.175859,-0.0690685,-0.242821,-0.656149,-0.646019,-0.0809587,-0.164403,-0.303273,no,hom
YOR236W,DFR1,1.4426,0.00529948,-0.194134,0.199155,0.0428509,0.225269,4.10263,-0.057379,0.801715,0.278683,-0.57133,yes,het
YOR237W,HES1,-0.109548,-0.0318017,-0.0451544,-0.0445166,0.154336,0.0580669,-0.0996225,-0.239804,-0.0781676,-0.224048,-0.0605378,no,hom
YOR238W,YOR238W,-0.0893609,-0.0352747,-0.0844322,0.0607337,-0.061562,-0.060124,-0.0200028,-0.19872,-0.00659553,-0.0943434,-0.144172,no,hom
YOR239W,ABP140,-0.099536,0.0584031,-0.0507942,-0.0574392,-0.0817371,-0.0637976,-0.0157003,-0.111611,0.0506776,0.00265846,-0.0983034,no,hom
YOR239W,ABP140,-0.082023,-0.0121087,0.0912512,0.0385382,-0.0274679,0.0116208,-0.0416206,0.0238437,-0.0153762,-0.1018,-0.0840996,no,hom
YOR240W,YOR240W,-0.0421292,-0.0194426,-0.0606213,0.000482507,-0.00262708,0.0713729,-0.0136339,-0.149939,0.121666,-0.169898,0.084476,no,hom
YOR241W,MET7,,,,,,,,,,,,no,hom
YOR242C,SSP2,0.0998146,-0.0441473,0.0562421,0.0840235,-0.0643498,-0.112154,0.0231782,-0.0847493,0.0739339,0.010076,-0.082682,no,hom
YOR243C,PUS7,-0.28167,-0.0458081,-0.0752013,-0.169138,0.00314173,-0.069937,-0.399297,-0.153922,0.0232931,-0.0511278,0.217253,no,hom
YOR244W,ESA1,0.312948,-0.0688318,-0.127521,0.0484825,0.139162,0.244844,0.255178,0.308421,-0.0489802,0.0970232,0.264411,yes,het
YOR245C,DGA1,-0.0379955,-0.0390453,-0.0118812,-0.0617973,-0.126167,-0.0357925,0.0489341,-0.0110039,-0.131867,0.0518981,-0.0124585,no,hom
YOR246C,YOR246C,-0.00142903,-0.044292,-0.0560737,0.122643,-0.206729,0.080341,-0.0482684,-0.158272,0.169238,0.135731,0.112525,no,hom
YOR247W,SRL1,-0.0489049,-0.1975,-0.121123,-0.0880187,0.0399836,-0.0418443,0.158372,-0.240421,-0.143703,0.206892,-0.109811,no,hom
YOR248W,YOR248W,-0.0446701,-0.0486384,-0.046148,-0.0321797,0.0150431,-0.00877792,0.0269819,-0.275669,0.162808,0.084343,-0.100474,no,hom
YOR249C,APC5,0.0830154,-0.0850455,-0.056588,0.0527088,0.0986942,0.195514,-0.377269,-0.0219649,0.283331,-0.277618,0.465388,yes,het
YOR250C,CLP1,-0.0836838,0.27308,0.104047,-0.166861,0.0174229,0.180009,0.237292,0.034444,-0.0561104,0.186475,0.264923,yes,het
YOR251C,YOR251C,-0.251715,0.0539396,-0.111408,-0.130769,-0.0687472,-0.0626179,-0.219952,-0.315842,-0.168031,0.0302931,-0.183264,no,hom
YOR252W,TMA16,0.04021,0.00113629,-0.0522888,-0.146891,-0.0400686,0.0906459,-0.0367392,-0.0299686,0.0806774,-0.0472033,-0.0473178,no,hom
YOR253W,NAT5,0.0296197,-0.00287,-0.0343977,-0.0815892,-0.200647,-0.0100076,-0.0303368,-0.0462466,-0.0261838,0.301022,-0.0878368,no,hom
YOR254C,SEC63,0.205144,0.123108,0.0933124,0.0367447,0.00262192,0.0194863,0.173525,0.123885,-0.0148631,-0.0624154,0.143953,yes,het
YOR255W,OSW1,0.0166719,-0.128417,-0.133624,-0.0430974,-0.0748995,0.00794723,0.0399114,-0.120654,-0.0838534,-0.125432,-0.0353449,no,hom
YOR256C,TRE2,0.0362627,-0.0522506,-0.00681772,-0.194877,-0.0360144,-0.188128,0.350637,-0.0771679,-0.126094,-0.121173,0.365162,yes,het
YOR257W,CDC31,-0.0722547,-0.0819429,-0.0387474,-0.386311,0.12921,-0.377821,0.83934,0.139224,-0.250832,-0.322849,0.487049,yes,het
YOR258W,HNT3,-0.0204667,0.539792,0.0685207,-0.283573,-0.00622001,-0.408995,2.96868,0.787841,0.273869,0.0812707,0.038637,no,hom
YOR259C,RPT4,-0.248542,-0.420019,0.16369,-0.22117,-0.258502,-0.103851,-0.41991,-0.448821,-0.105769,-0.216108,-0.625944,yes,het
YOR260W,GCD1,-0.0496785,0.0689318,0.123958,0.0112056,0.0324692,0.0686512,0.0794869,-0.18792,-0.150229,-0.0388773,-0.397182,yes,het
YOR261C,RPN8,-0.186469,-0.123485,-0.0708056,0.134708,-0.0634139,-0.188168,-0.407389,-0.267295,-0.154074,-0.19589,-0.140793,yes,het
YOR262W,YOR262W,0.332197,-0.0297194,0.0426891,-0.180114,0.0553119,-0.0773903,-0.0566008,0.0320804,-0.00513736,-0.0312699,0.0363387,yes,het
YOR263C,YOR263C,-0.0240635,-0.0721301,-0.12419,-0.051931,-0.0495529,0.00786288,0.0969063,-0.14132,-0.0383965,-0.14701,0.0294232,no,hom
YOR264W,DSE3,-0.119581,-0.11992,-0.0471477,-0.0301013,-0.0711568,0.0670986,0.0475493,-0.368506,0.136165,-0.0998114,0.270859,no,hom
YOR265W,RBL2,-0.594413,0.772758,-0.393375,0.421898,-0.163021,0.398231,0.0844975,-0.127906,-0.475832,,0.9052,no,hom
YOR266W,PNT1,0.0962617,0.00331267,0.0398388,-0.0106817,0.0304943,0.000945603,0.0100825,-0.0572942,0.0113051,-0.0172051,-0.0250486,no,hom
YOR267C,HRK1,-0.171144,-0.0666935,-0.0154968,-0.11956,-0.0557043,0.045191,0.033282,-0.108011,-0.0555969,-0.0782774,-0.120249,no,hom
YOR268C,YOR268C,-0.107587,-0.222395,-0.145939,0.00626951,0.149504,-0.0278277,0.0068085,0.136509,-0.192451,-0.124741,0.157812,no,hom
YOR269W,PAC1,-0.140238,-0.0198211,0.00876093,-0.111452,-0.0679312,0.0411978,0.163235,0.0162964,-0.0520634,-0.0515939,-0.0508161,no,hom
YOR270C,VPH1,0.319313,-0.0516204,-0.0684069,-0.0226255,0.100101,-0.494103,-1.14687,2.15708,0.833218,-0.32487,-0.564723,no,hom
YOR271C,FSF1,-0.0601186,-0.150867,-0.0321688,0.0167553,0.028496,-0.0904687,-0.0025934,-0.019134,-0.0124399,-0.102172,0.0272496,no,hom
YOR272W,YTM1,0.202928,0.0329578,0.0448664,-0.00920505,-0.156228,0.0518389,-0.238881,0.0308227,-0.161143,0.0339062,-0.132766,yes,het
YOR273C,TPO4,-0.0245151,0.180919,-0.215056,-0.118513,0.045956,-0.0393792,-0.147589,-0.151306,0.435184,-0.114702,-0.0200298,no,hom
YOR274W,MOD5,0.238212,0.0742015,0.451037,0.0160945,0.307468,-0.115248,-0.508586,0.0697451,-0.13784,-0.0434045,0.163885,no,hom
YOR275C,RIM20,1.08984,0.00248626,0.00456445,0.202593,0.118902,0.142028,0.203932,1.33242,0.0805057,-0.00995549,0.8045,no,hom
YOR276W,CAF20,-0.0292984,0.0142693,-0.0805563,0.152135,0.135873,-0.0859933,0.052766,-0.170239,-0.0267953,-0.128259,-0.246585,no,hom
YOR277C,YOR277C,-0.140448,-0.171365,-0.116964,0.0348166,-0.106511,-0.0127058,0.0482531,0.0390277,-0.0574798,-0.0411621,0.0871268,no,hom
YOR278W,HEM4,-0.237749,0.824776,-0.0145047,-0.0651251,-0.0233542,-0.362417,0.380971,0.540697,-0.0410477,0.131605,0.455879,yes,het
YOR279C,RFM1,-0.14525,-0.118634,-0.0623117,-0.0519585,-0.0139066,0.00271331,-0.119388,0.155714,-0.0690259,-0.177955,-0.0283749,no,hom
YOR280C,FSH3,-0.118688,-0.127027,-0.161624,-0.0967967,-0.0865546,-0.0575565,-0.09509,-0.124196,-0.0165256,-0.0435,0.0139522,no,hom
YOR281C,PLP2,,,,,0.318012,0.177889,-1.03547,,,,,yes,het
YOR282W,YOR282W,0.19468,-0.00497957,0.104702,-0.0590827,-0.00653202,0.084738,-0.0452049,0.157252,-0.0275861,0.231257,0.19887,yes,het
YOR283W,YOR283W,-0.0886263,-0.0146889,-0.120479,-0.191282,-0.0385597,0.141422,-0.0675394,-0.0193011,0.00244257,0.0637765,-0.110715,no,hom
YOR284W,HUA2,-0.14052,-0.0898221,-0.11209,0.00959231,-0.121224,0.0623346,-0.0854672,-0.131554,-0.0662143,0.0688685,-0.0311228,no,hom
YOR285W,YOR285W,-0.0375961,0.0284318,-0.016323,-0.0534712,-0.122601,0.0132438,-0.023655,0.00438166,-0.0270661,0.0715078,-0.0472202,no,hom
YOR286W,AIM42,0.00849262,0.0828253,-0.0544183,-0.0877263,0.0147562,0.103155,-0.106955,-0.0145457,-0.0748593,-0.00214905,-0.0645073,no,hom
YOR287C,YOR287C,0.142664,-0.142577,-0.112403,0.00395153,-0.294212,-0.273786,0.688927,0.0497059,0.081507,-0.214205,0.352225,yes,het
YOR288C,MPD1,0.139083,0.0167336,-0.031488,0.0725654,-0.0134898,-0.0685883,-0.0383405,-0.0903005,-0.00210929,-0.0696433,-0.0267518,no,hom
YOR289W,YOR289W,-0.0874509,0.04781,-0.00707219,-0.0481074,0.057459,0.121097,0.036465,0.0139922,0.00540475,0.06603,-0.0959792,no,hom
YOR290C,SNF2,1.48427,0.517569,0.704738,0.65267,0.921667,1.87218,0.81188,0.344206,0.0763189,0.657594,0.0514729,no,hom
YOR291W,YOR291W,0.087855,0.0402008,0.115307,0.125006,0.129529,-0.00314463,-0.136707,-0.123884,-0.0675661,0.028497,0.097634,no,hom
YOR292C,YOR292C,0.00822168,-0.0305162,0.0600385,0.117288,0.056379,0.0571163,0.0812008,-0.196106,0.0435538,0.109553,0.184833,no,hom
YOR293C-A,YOR293C-A,0.0309933,0.0703901,-0.0259345,-0.0391568,0.0403545,0.0242305,0.033612,0.36527,0.0147495,0.00478691,0.0308702,no,hom
YOR293W,RPS10A,-0.838169,0.135044,-0.446536,-1.04653,-0.203103,-0.38098,-0.208518,-0.419846,0.336373,-0.546625,-0.0760914,no,hom
YOR294W,RRS1,0.23526,0.0153191,-0.0738466,-0.161461,-0.330702,-0.434736,1.20338,-0.131746,0.137287,-0.0939051,-0.15719,yes,het
YOR295W,UAF30,-0.280657,-0.10808,-0.112065,-0.122025,0.226566,-0.204083,-0.519696,-0.443756,-0.0739334,-0.137651,-0.233556,no,hom
YOR296W,YOR296W,-0.0677035,-0.0551802,0.013548,-0.0534207,-0.0409504,0.00258954,-0.0383592,-0.0759953,0.00853682,-0.0165434,-0.115305,no,hom
YOR297C,TIM18,0.00772627,-0.0571038,0.227576,0.0144273,-0.0148507,0.00166071,0.233237,0.394742,-0.0739923,0.0399171,0.0652886,no,hom
YOR298C-A,MBF1,,,,,,,,,,,,no,hom
YOR298C-A,MBF1,-0.0884773,0.0231934,0.016597,-0.0826186,0.000821948,0.0867425,-0.0841588,-0.01484,0.0172508,-0.0631703,-0.116509,no,hom
YOR298C-A,MBF1,0.0368586,-0.0250762,-0.0315448,0.033123,0.0819793,-0.0428486,0.1301,-0.0480366,-0.0159849,-0.0340893,-0.0983312,no,hom
YOR298W,MUM3,0.106021,-0.0570349,-0.0289685,-0.00409319,0.0072507,0.0118951,-0.0457007,0.0174848,-0.0373067,-0.0427608,-0.0717356,no,hom
YOR299W,BUD7,0.110585,0.0385518,0.120164,0.00981246,0.0537813,-0.0322101,0.0566393,0.114235,0.0116865,-0.0204368,-0.0712865,no,hom
YOR300W,YOR300W,-0.0682527,0.00220493,-0.00781033,-0.110963,-0.0143364,0.039897,0.0860985,0.0313094,-0.00633826,-0.0373484,0.0165224,no,
YOR301W,RAX1,-0.0512458,-0.136278,0.0867801,-0.390116,-0.0484574,-0.0229469,0.394548,0.0686713,0.0611296,-0.171601,0.028892,no,hom
YOR302W,YOR302W,0.0238022,-0.0298302,0.095235,0.136584,0.135525,0.0113689,0.358093,-0.0696961,-0.0570899,-0.0827763,-0.0545915,no,hom
YOR303W,CPA1,0.118427,0.0458478,0.0339586,0.0378689,0.0932061,-0.0118913,-0.0297652,-0.0489828,-0.0211922,-0.037857,0.0327793,no,hom
YOR304C-A,YOR304C-A,0.11399,0.0201621,0.121596,-0.0352226,0.00832278,-0.0218504,0.293685,0.0295936,0.0997787,0.0313502,-0.0304439,no,hom
YOR304W,ISW2,-0.00203932,-0.0327554,-0.0629524,0.0963563,-0.00392642,-0.0108559,-0.231558,0.123531,-0.0357928,0.0766524,-0.0104086,no,hom
YOR305W,YOR305W,-0.138732,-0.195138,0.176755,0.873554,-0.0346915,-0.133666,-0.486657,-0.537894,0.1526,-0.159153,-0.432177,no,hom
YOR306C,MCH5,0.119991,-0.0735787,-0.0358414,0.189272,0.0521461,-0.0935377,-0.0332687,-0.0804371,0.0328908,0.0468018,0.0823646,no,
YOR307C,SLY41,0.0794324,0.0985755,0.0874282,0.105017,0.037741,-0.0784675,0.0791307,-0.109233,0.0689044,0.0867191,0.142866,no,hom
YOR308C,SNU66,-0.26583,-0.0650303,0.0303993,-0.242719,-0.107589,-0.0255163,-0.325375,-0.0232638,-0.0669039,-0.0917417,-0.155123,no,hom
YOR309C,YOR309C,-0.497504,-0.118734,-0.148461,-0.390396,-0.131972,-0.207837,-0.687337,-0.685394,-0.343195,-0.425794,-0.239903,no,
YOR310C,NOP58,-0.0565122,0.0713405,0.046918,-0.0181439,0.293311,-0.0728615,-0.698367,0.163964,-0.209923,-0.0912182,-0.572005,yes,het
YOR311C,DGK1,0.215597,-0.0581484,0.0303807,-0.0690155,-0.0370661,-0.113238,0.07945,0.13217,-0.038143,-0.00675664,-0.006094,no,hom
YOR312C,RPL20B,-0.516344,-0.0882282,-0.29885,-0.137674,-0.365456,-0.450225,-0.947065,-0.83276,-0.211265,-0.323784,-0.051514,no,hom
YOR313C,SPS4,0.128552,-0.0990534,0.066807,0.00416077,0.0485795,0.0304153,-0.123007,-0.118876,-0.0355228,0.0550408,-0.0424878,no,hom
YOR314W,YOR314W,0.141035,0.0780751,0.0494904,-0.125313,-0.172381,-0.130877,0.585181,0.00882475,-0.0317003,0.0198628,-0.18537,no,hom
YOR315W,SFG1,0.157333,-0.115882,-0.000214849,0.015076,0.0393909,0.0544319,-0.000334184,-0.077063,0.0475513,0.11436,0.00308272,no,hom
YOR316C,COT1,-0.126788,-0.0218372,0.124034,0.00741435,-0.0324041,0.103636,0.0130527,0.097786,-0.0577132,-0.160788,0.00665426,no,hom
YOR316C-A,YOR316C-A,-0.0513407,-0.0192703,-0.0612002,-0.0132277,-0.100501,-0.0210051,-0.0217947,-0.0421604,0.0175817,0.0691057,0.0639035,no,hom
YOR317W,FAA1,-0.0878034,0.0386202,0.0634764,0.266167,0.0208913,0.104059,-0.0125565,-0.0946669,-0.013111,0.205704,-0.0280123,no,hom
YOR318C,YOR318C,0.166253,0.00176487,0.130536,-0.11338,0.0397782,0.0764687,-0.261159,-0.0887527,0.06503,0.115968,0.134497,no,hom
YOR319W,HSH49,2.55117,1.69235,0.234145,0.145369,0.690436,-0.07207,-2.30052,2.33656,-0.225302,1.80878,-1.72793,yes,het
YOR320C,GNT1,-0.0506199,0.0463624,0.104903,0.213418,0.102905,-0.029419,-0.197492,-0.16817,-0.0289455,0.0517835,0.0139042,no,hom
YOR321W,PMT3,-0.0550412,0.0745155,0.0384006,0.0117647,-0.0439202,0.144159,-0.0807255,-0.0406772,0.0501691,0.0901661,-0.0753598,no,hom
YOR322C,LDB19,0.763273,-0.264655,0.218881,0.103687,0.105762,0.288698,0.638357,-0.529132,-0.0688237,0.144421,-0.294941,no,hom
YOR323C,PRO2,1.71926,1.28164,1.64272,-0.19834,1.22638,-0.280011,-0.568535,0.701025,-0.126231,0.207851,0.254817,no,hom
YOR324C,FRT1,0.0568357,-0.00967594,0.13432,-0.00197301,0.0444792,0.104541,0.0583143,-0.0330291,0.0102312,0.239626,-0.160182,no,hom
YOR325W,YOR325W,-0.0472961,0.0316443,0.165895,0.147754,0.325195,0.0589356,0.1081,-0.451984,-0.000386697,0.104505,0.137399,no,hom
YOR326W,MYO2,0.00554696,0.0269562,-0.0907098,0.069644,0.195628,-0.0795416,-0.882065,-0.0749077,-0.00972191,0.00249922,0.101048,yes,het
YOR327C,SNC2,-0.0400243,-0.0913145,0.134171,0.0471917,0.0242635,0.0809254,0.585673,0.086892,0.11478,0.290794,-0.19628,no,hom
YOR328W,PDR10,0.0184841,0.00685511,0.0395806,0.00576089,0.0157147,0.0750631,-0.0260494,0.153466,-0.0334819,0.0417879,-0.0358686,no,hom
YOR329C,SCD5,-0.0325419,0.125366,-0.0503131,0.0168182,-0.00499256,0.0823898,-0.00303039,0.0584907,-0.00804175,-0.0481916,0.125143,yes,het
YOR330C,MIP1,-0.133576,0.0509443,0.129475,0.387841,0.541992,0.366411,-0.521478,-0.368431,0.0554578,0.0773629,-0.099391,no,hom
YOR331C,YOR331C,0.163556,-0.470607,0.396427,0.754484,0.474841,0.304521,-0.45687,,0.486271,,,no,hom
YOR332W,VMA4,0.271834,-0.0259772,-0.14636,0.121824,0.197518,0.20154,0.00196764,-0.270324,0.111501,0.28203,0.079469,no,hom
YOR333C,YOR333C,-0.0562261,0.0157113,0.0817657,0.0837052,-0.227981,0.0718716,-0.0467024,-0.231135,-0.00706585,0.204664,0.16051,no,hom
YOR334W,MRS2,0.0657645,0.0360594,0.0159683,0.139495,-0.201523,0.0581655,-0.0990881,0.137893,0.0369303,0.0544036,-0.124264,no,hom
YOR335C,ALA1,-0.0160981,0.125917,-0.0847279,-0.131356,0.0104942,0.0705289,0.00539312,0.00195513,-0.0544811,-0.00401747,0.0181943,yes,het
YOR336W,KRE5,0.0969071,0.155041,-0.0938709,0.0274946,-0.0814412,0.15447,0.000276295,0.198531,0.00176761,-0.0669045,0.272397,yes,het
YOR337W,TEA1,0.0422982,-0.0597473,-0.117357,-0.0139929,-0.0295938,-0.0674472,-0.174854,0.135717,-0.0118407,0.108676,0.0570791,no,hom
YOR338W,YOR338W,-0.0795831,0.062906,0.046097,-0.0586094,0.0584411,-0.0916679,0.0854738,0.114685,-0.0308118,-0.136706,-0.0147494,no,hom
YOR339C,UBC11,-0.104009,0.0110112,0.0136481,0.0512525,0.0233091,-0.0644522,-0.0666244,-0.085687,0.0319257,0.0435538,0.152831,no,hom
YOR340C,RPA43,1.70549,1.81885,0.610393,-0.22081,-0.321931,-0.481852,-2.38392,1.67435,-0.304327,1.89885,-2.3878,yes,het
YOR341W,RPA190,-0.261831,-0.149455,-0.0742245,-0.172778,-0.202601,-0.154717,-0.138246,-0.00262662,-0.0508113,-0.297617,0.0833332,yes,het
YOR342C,YOR342C,-0.089722,0.0328289,0.0382594,0.0531906,0.0486831,-0.0297064,-0.0435998,-0.343542,0.192519,0.136514,0.101459,no,hom
YOR343C,YOR343C,-0.0513241,0.0173692,0.0463987,-0.0321065,0.00627352,-0.0221748,-0.0712047,0.143468,0.0172119,-0.106686,0.0346276,no,hom
YOR344C,TYE7,-0.18532,-0.792858,-0.152458,0.089799,-0.129067,0.156528,-0.169739,-0.189201,0.0338083,0.0749733,-0.0479735,no,hom
YOR345C,YOR345C,-0.144454,-0.118009,-0.0913908,-0.0303573,0.0277632,0.0188793,-0.00544911,-0.079775,-0.117266,-0.0172449,0.0797154,no,hom
YOR346W,REV1,-0.0247421,-0.00923826,0.0589835,-0.0506725,-0.12767,0.0099286,0.0360481,0.0255271,0.138696,0.0148775,0.0596179,no,hom
YOR347C,PYK2,-0.0134449,-0.0447189,0.00955985,-0.0217407,-0.0320812,-0.0814947,0.0437694,0.0823467,-0.101088,-0.00581307,-0.0410082,no,hom
YOR348C,PUT4,0.154877,0.00661724,0.0273526,-0.109237,-0.0347254,-0.00197713,0.0504236,0.229302,0.000258293,0.387063,-0.057444,no,hom
YOR349W,CIN1,0.338636,-0.00583094,0.0284913,-0.00459799,0.019635,0.19484,0.117211,-0.214265,0.186183,-0.0354437,-0.0256034,no,hom
YOR350C,MNE1,0.0377159,-0.0513313,0.0305894,-0.0804844,0.0973955,0.0165331,0.0721794,-0.0103034,0.0713164,0.0211327,-0.116761,no,hom
YOR351C,MEK1,-0.0997921,-0.0157951,-0.146503,-0.113742,-0.00523849,-0.0699882,-0.158617,0.214527,0.0131008,0.1762,-0.0177122,no,hom
YOR352W,YOR352W,-0.0889206,-0.100356,-0.00781401,-0.253729,-0.0944674,0.00491829,-0.0836556,-0.0159146,0.0118449,0.0566019,-0.117879,no,hom
YOR353C,SOG2,0.238445,-0.101371,-0.0846123,-0.250137,-0.0557908,0.0194474,-0.316013,-0.221751,-0.180194,-0.00558834,-0.240954,yes,het
YOR354C,MSC6,-0.104783,-0.203356,-0.199732,-0.417134,-0.207256,0.0634998,-0.169775,-0.245995,-0.025211,-0.184432,-0.160452,no,hom
YOR355W,GDS1,-0.0723756,0.0784326,-0.0632799,0.0695496,0.0516906,0.248625,0.399162,-0.148728,0.194061,0.109497,-0.003178,no,hom
YOR356W,YOR356W,-0.0780003,0.148673,0.194557,-0.108192,-0.00696828,-0.0314141,-0.243852,-0.069039,0.0189945,0.148757,-0.0368868,no,hom
YOR357C,SNX3,-0.1577,-0.0859782,-0.0249061,-0.0629556,-0.102278,-0.0414506,-0.279963,0.927511,0.121198,0.247921,0.0382919,no,hom
YOR358W,HAP5,-0.11274,-0.0083011,-0.237659,-0.046902,-0.160823,0.0354407,-0.230892,0.0384505,-0.0745393,-0.0500122,-0.0559333,no,hom
YOR359W,VTS1,0.103413,0.0124317,0.10716,0.0591003,0.0564549,-0.026132,0.470163,0.0619562,-0.106369,0.144776,-0.00589131,no,hom
YOR360C,PDE2,-0.0124438,-0.113329,0.0178726,0.118972,0.0245277,0.399436,-0.250969,1.00607,0.0729133,0.167606,-0.207793,no,hom
YOR361C,PRT1,-0.0649956,0.0394604,-0.00911015,-0.197081,0.0276413,0.106924,0.155024,0.113735,-0.0880004,-0.234523,-0.194688,yes,het
YOR362C,PRE10,-0.866195,0.618511,0.475039,-0.0802142,0.521402,0.455502,-0.0373587,0.531871,0.0484898,0.214184,-1.34771,yes,het
YOR363C,PIP2,-0.120093,-0.0847907,0.0265017,0.0197543,-0.0913565,0.0569318,-0.113978,0.137514,0.0579491,0.17745,-0.308965,no,hom
YOR364W,YOR364W,0.242887,-0.270541,-0.146725,-0.0786665,0.0606916,0.0945706,0.501845,-0.258296,-0.0362946,0.218745,-0.0755654,no,hom
YOR364W,YOR364W,-0.100796,-0.243958,-0.123358,-0.0997319,-0.0506513,-0.195916,0.388794,-0.255193,-0.0613771,-0.0839355,0.0366405,no,hom
YOR365C,YOR365C,-0.11119,0.0730031,0.0603544,0.0291705,-0.105507,0.0237722,-0.0355121,0.0603735,-0.0347616,-0.0959744,-0.11307,no,hom
YOR366W,YOR366W,-0.12851,-0.186039,-0.0514761,-0.0214655,-0.0168319,-0.0464761,0.117224,-0.431994,0.273497,0.169399,0.0586141,no,hom
YOR367W,SCP1,-0.2349,-0.199723,0.00146651,-0.0928585,0.257434,0.101994,-0.123298,-0.230729,-0.0617677,0.0767084,0.0463258,no,hom
YOR368W,RAD17,-0.104548,-0.299312,0.0344168,-0.0476108,-0.0369133,-0.195895,-0.158492,0.0662374,0.209759,0.00479888,0.176095,no,hom
YOR369C,RPS12,-0.256231,-0.114327,-0.261148,-0.237613,0.099364,0.0606188,-0.798229,-0.361344,-0.149401,0.0251836,-0.138514,no,hom
YOR370C,MRS6,0.501056,-0.136983,0.148056,-0.047982,0.349992,-0.0115266,-0.53566,0.0840588,-0.0286339,0.125942,0.124168,yes,het
YOR371C,GPB1,-0.221206,-0.0959845,0.0400541,0.0897507,0.00692275,0.0871242,-0.139675,-0.0206504,0.0181734,-0.0402363,-0.0636335,no,hom
YOR372C,NDD1,-0.0965876,-0.411276,-0.0625113,0.363347,0.255219,0.422282,0.330421,0.00110111,0.00464251,0.12026,0.365088,yes,het
YOR373W,NUD1,-0.275705,0.300837,0.12326,0.0414406,0.0527096,0.254161,-0.674157,0.0701068,-0.1522,0.35341,0.246918,yes,het
YOR374W,ALD4,-0.00881517,0.15885,0.0142127,-0.0161518,0.280517,-0.0448695,-0.0147099,0.134463,-0.0581529,-0.119047,-0.0594231,no,hom
YOR375C,GDH1,0.00167144,-0.0997753,-0.0596037,-0.0274906,-0.0951178,-0.00679011,-0.235591,-0.0616694,0.0686858,-0.0525661,0.126439,no,hom
YOR376W,YOR376W,0.0302363,-0.0504465,-0.085554,0.0564597,-0.0166193,-0.177544,0.292135,0.107422,0.00548963,-0.0358001,-0.00377813,no,hom
YOR376W-A,YOR376W-A,0.0282644,-0.014179,-0.0269426,-0.00593826,-0.0370412,0.0186573,0.0294339,0.0580951,-0.0116204,0.0408162,-0.12062,no,hom
YOR377W,ATF1,0.00158188,0.0514605,-0.0241604,-0.03411,0.0522196,-0.0175262,0.172235,0.0457646,-0.0902414,0.0576215,0.0514948,no,hom
YOR378W,YOR378W,-0.142312,-0.0284489,-0.000851422,-0.131612,0.140453,0.0145187,-0.069099,0.141302,-0.00635913,-0.0113786,-0.105418,no,hom
YOR379C,YOR379C,-0.0318012,-0.331188,0.0462506,0.0564842,0.0194022,-0.176439,0.154555,-0.286666,0.0288599,-0.0610411,0.133049,no,hom
YOR380W,RDR1,-0.314651,0.0374853,-0.0171731,-0.0188203,-0.0327503,0.144249,0.113749,-0.28317,-0.0468739,0.168464,-0.055457,no,hom
YOR381W,FRE3,-0.264191,-0.0235956,-0.0436958,-0.00964792,0.0205943,-0.0526083,-0.0584982,-0.053241,-0.114676,-0.0282518,0.0291649,no,hom
YOR382W,FIT2,-0.0265989,-0.00980172,-0.0148939,0.0104559,0.00721548,-0.119058,0.0126265,-0.0465417,-0.000722834,-0.099787,-0.0475747,no,hom
YOR383C,FIT3,,,,,,,,,,,,no,hom
